URL,Content
https://online.i-transfer.es/en/,"Skip to content
REGISTRATION
LOGIN
CURRENCY CONVERTER
WHERE WE PAY
HELP
VIDEO TUTORIALS
WITH I-TRANSFER GLOBAL PAYMENTS, YOUR MONEY ON YOUR TIME
I-Transfer gets you close to your country and your people, every day, at all times, without leaving home, with our new 100% online service.
GET A FREE QUOTE NOW!
First transaction free!
So easy and so fast!
Now, with Direct transfer from I-Transfer, you can send money to your people, from your computer, tablet or cell phone. To any place and any time, with the certainty that the money will arrive in less than 24 hours. Register now and start enjoying our perks.
REGISTER EASILY AND FAST
Download the Itransfer App :
It has never been this easy!
Tell us the Beneficiary
You just have to save the beneficiary basic information, or if you have already saved it, just select him every time you are going to send money.
Calculate the amount
You can calculate the amount you want to send or the amount you want received by selecting between our different options, always with excellent currency rates.
Make the payment
We give you the option to pay via a bank transfer or using you credit or debit card.
Places where we pay
Click on the continent to see the list of countries.
Europe
America
Africa
Asia
BANGLADESH
INDIA
SRI LANKA
FILIPPINE
PAKISTAN
TURCHÍA
Payment methods
Bank Transfer
Debit or Credit Card
CONTACT US











Want to know how much money will be received?
CALCULATE IT NOW
Do you need help?
We want to serve you and help you as best we can, contact us:
91-502 5800
91-502 5810
girodirecto@i-transfer.net
Follow us
©2025 All rights reserved. Rates – Authorized Agents – Terms and Conditions – Privacy Policy – Cookies Policy – Legal Notice
I Transfer Global Payments EP S.A., con CIF: A-41681545 bajo la Licencia del Banco de España Nro. 6828 y domicilio fiscal en Calle Nieremberg, 29 (28002) Madrid. Inscrita en el Registro Mercantil de Sevilla, tomo 2033, libro 1, folio 11, sección 1, hoja SE- 20-212, inscripción 5ª. – Telephone 91 502 5800 – Customer Service Mail: atencion.cliente@i-transfer.net
We are using cookies to give you the best experience on our website.
You can find out more about which cookies we are using or switch them off in settings.
Accept
Reject
Settings"
https://online.i-transfer.es/es/terminos-y-condiciones-3/,"Salir del contenido
REGÍSTRATE
ACCEDE
CALCULA
DÓNDE PAGAMOS
QUIÉNES SOMOS
¿NECESITAS AYUDA?
FAQ
VIDEOTUTORIALES
Condiciones Generales Presenciales
Términos y condiciones
Síguenos en
©2025 Todos los Derechos Reservados. Tipo de Cambio – Agentes Autorizados – Condiciones Generales Presenciales – Condiciones Generales no Presenciales – Políticas de Privacidad – Políticas de Cookies – Concienciación sobre el Fraude – Política de Publicidad – Aviso Legal – Reglamento SAC – Registro Europeo de Entidades de Pago – Información a consumidores de la CE
I Transfer Global Payments EP S.A., con CIF: A-41681545 bajo la Licencia del Banco de España Nro. 6828 y domicilio fiscal en Calle Nieremberg, 29 (28002) Madrid. Inscrita en el Registro Mercantil de Sevilla, tomo 2033, libro 1, folio 11, sección 1, hoja SE- 20-212, inscripción 5ª. – Teléfonos de contacto 91 502 5800 – Mail atención al cliente: atencion.cliente@i-transfer.net
De conformidad con lo establecido en el apartado 3 b) de la Disposición Adicional Tercera de la Ley 22/2015, de 5 de julio, de Auditoría de Cuentas, el Órgano de Administración de I-TRANSFER GLOBAL PAYMENTS E.P., S.A., por las razones permitidas en dicha Disposición, ha acordado que el Órgano de Administración asumirá las funciones de la Comisión de Auditoría de la Entidad"
https://online.i-transfer.es/en/#where-we-pay,"Skip to content
REGISTRATION
LOGIN
CURRENCY CONVERTER
WHERE WE PAY
HELP
VIDEO TUTORIALS
WITH I-TRANSFER GLOBAL PAYMENTS, YOUR MONEY ON YOUR TIME
I-Transfer gets you close to your country and your people, every day, at all times, without leaving home, with our new 100% online service.
GET A FREE QUOTE NOW!
First transaction free!
So easy and so fast!
Now, with Direct transfer from I-Transfer, you can send money to your people, from your computer, tablet or cell phone. To any place and any time, with the certainty that the money will arrive in less than 24 hours. Register now and start enjoying our perks.
REGISTER EASILY AND FAST
Download the Itransfer App :
It has never been this easy!
Tell us the Beneficiary
You just have to save the beneficiary basic information, or if you have already saved it, just select him every time you are going to send money.
Calculate the amount
You can calculate the amount you want to send or the amount you want received by selecting between our different options, always with excellent currency rates.
Make the payment
We give you the option to pay via a bank transfer or using you credit or debit card.
Places where we pay
Click on the continent to see the list of countries.
Europe
America
Africa
Asia
BANGLADESH
INDIA
SRI LANKA
FILIPPINE
PAKISTAN
TURCHÍA
Payment methods
Bank Transfer
Debit or Credit Card
CONTACT US











Want to know how much money will be received?
CALCULATE IT NOW
Do you need help?
We want to serve you and help you as best we can, contact us:
91-502 5800
91-502 5810
girodirecto@i-transfer.net
Follow us
©2025 All rights reserved. Rates – Authorized Agents – Terms and Conditions – Privacy Policy – Cookies Policy – Legal Notice
I Transfer Global Payments EP S.A., con CIF: A-41681545 bajo la Licencia del Banco de España Nro. 6828 y domicilio fiscal en Calle Nieremberg, 29 (28002) Madrid. Inscrita en el Registro Mercantil de Sevilla, tomo 2033, libro 1, folio 11, sección 1, hoja SE- 20-212, inscripción 5ª. – Telephone 91 502 5800 – Customer Service Mail: atencion.cliente@i-transfer.net"
https://online.i-transfer.es/en/video-tutorials/,"Skip to content
REGISTRATION
LOGIN
CURRENCY CONVERTER
WHERE WE PAY
HELP
VIDEO TUTORIALS
Video tutorials
VIDEO TUTORIALS
How to calculate
How to send an inquiry
How to register
How to send
Follow us
©2025 All rights reserved. Rates – Authorized Agents – Terms and Conditions – Privacy Policy – Cookies Policy – Legal Notice
I Transfer Global Payments EP S.A., con CIF: A-41681545 bajo la Licencia del Banco de España Nro. 6828 y domicilio fiscal en Calle Nieremberg, 29 (28002) Madrid. Inscrita en el Registro Mercantil de Sevilla, tomo 2033, libro 1, folio 11, sección 1, hoja SE- 20-212, inscripción 5ª. – Telephone 91 502 5800 – Customer Service Mail: atencion.cliente@i-transfer.net
We are using cookies to give you the best experience on our website.
You can find out more about which cookies we are using or switch them off in settings.
Accept
Reject
Settings"
https://online.i-transfer.es/it/,"Vai al contenuto
—
REGISTRATI
ACCEDI
CALCOLA
—
DOVE PAGHIAMO
CHI SIAMO
HAI BISOGNO DI AIUTO?
VIDEO TUTORIAL
INVIO DI DENARO.
CON I-TRANSFER GLOBAL PAYMENTS, IL TUO DENARO A TUO TEMPO.
i-transfer ti avvicina al tuo paese ed ai tuoi cari, tutti i giorni, a qualsiasi ora, senza uscire da casa, con il nostro servizio 100% online.
CALCOLA ADESSO!
Primo invio GRATIS!*
Molto facile, molto veloce!
Adesso, con GiroDirecto di I-transfer Global Payments, puoi trasferire denaro ai tuoi cari, dal tuo computer, tablet o telefono cellulare, verso qualsiasi destinazione ed a qualsiasi ora con la certezza che il denaro sará consegnato in meno di 24h.
Registrati ed inizia a beneficiarti dei vantaggi che offre il nostro servizio.
*A seconda del paese di destinazione l’ordine di trasferimento sará gratis o con sconto sulla commissione.
REGISTRATI FACILE E VELOCE
Scarica l’app Itransfer:
Non é mai stato cosí facile!
Indica il beneficiario
Solo devi registrare i dati del beneficiario al quale desideri trasferire denaro o, se lo hai giá registrato in precedenza, selezionarlo quando effettui un ordine di trasferimento.
Calcolare l’importo
Potrai calcolare quanto denaro desideri trasferire o quanto desideri venga consegnato scegliendo le differenti opzioni, sempre con tassi di cambio eccellenti.
Realizza il pagamento
Ti offriamo l’opzione di realizzare il pagamento mediante bonifico bancario dal tuo conto corrente o usando la tua carta di credito o debito.
Destinazioni nelle quali paghiamo
Fai click sul continente per vedere la lista di paesi.
Europa
America
Africa
Asia
ALBANIA
ARMENIA
CIPRO
ESTONIA
GEORGIA
UNGHERIA
ITALIA
LITUANIA
POLONIA
REGNO UNITO
UCRAINA
GERMANIA
BELGIO
BULGARIA
SPAGNA
FRANCIA
GRECIA
IRLANDA
LETTONIA
MOLDOVA
PORTOGALLO
ROMANIA
SVEZIA
Metodo di pagamento
Bonifico
Bancario
Carta di
crédito o debito
CONTATTACI











Vuoi sapere quanto arriva?
CALCOLA ADESSO!
Hai bisogno di aiuto?
Vogliamo assisterti ed aiutarti nella miglior maniera, contattaci:
91-502 5800
91-502 5810
girodirecto@i-transfer.net
Seguici su
©2025 Tutti i diritti riservati. Tasso di Cambio – Agenti Autorizzati – Términi e Condizioni – Politica Privacy – Politica Cookies – Avviso Legale – Regolamento SAC – Registro Europeo di Istituti di Pagamento
I Transfer Global Payments EP S.A., con CIF: A-41681545 Autorizzazione del Banco de España Nro. 6828 y domicilio legale in Calle Nieremberg, 29 (28002) Madrid. Iscritta nel Registro Mercantile dei Siviglia, volum e 2033, libro 1, fascicolo 11, sezione 1, foglio SE- 20-212, iscrizione 5ª. – Telefono di contatto 34 91 502 58 00 – Email del servizio al cliente: atencion.cliente@i-transfer.net
In osservanza con quanto previsto nel paragrafo 3 b) della Disposición Adicional Tercera de la Ley 22/2015, de 5 de julio, de Auditoría de Cuentas, l’Organo di amministrazione di I-TRANSFER GLOBAL PAYMENTS E.P., S.A., per le ragioni ivi indicate, ha deciso che l’Organo di amministrazione svolgerá funzioni di Comisión de Auditoría
Usiamo i cookie per fornirti la miglior esperienza d'uso e navigazione sul nostro sito web.
Puoi trovare altre informazioni riguardo a quali cookie usiamo sul sito o disabilitarli nelle impostazioni.
Accetta
Rifiuta
Impostazioni"
https://online.i-transfer.es/es/politica-de-cookies/,"Salir del contenido
REGÍSTRATE
ACCEDE
CALCULA
DÓNDE PAGAMOS
QUIÉNES SOMOS
¿NECESITAS AYUDA?
FAQ
VIDEOTUTORIALES
Política de cookies
Política de cookies
Síguenos en
©2025 Todos los Derechos Reservados. Tipo de Cambio – Agentes Autorizados – Condiciones Generales Presenciales – Condiciones Generales no Presenciales – Políticas de Privacidad – Políticas de Cookies – Concienciación sobre el Fraude – Política de Publicidad – Aviso Legal – Reglamento SAC – Registro Europeo de Entidades de Pago – Información a consumidores de la CE
I Transfer Global Payments EP S.A., con CIF: A-41681545 bajo la Licencia del Banco de España Nro. 6828 y domicilio fiscal en Calle Nieremberg, 29 (28002) Madrid. Inscrita en el Registro Mercantil de Sevilla, tomo 2033, libro 1, folio 11, sección 1, hoja SE- 20-212, inscripción 5ª. – Teléfonos de contacto 91 502 5800 – Mail atención al cliente: atencion.cliente@i-transfer.net
De conformidad con lo establecido en el apartado 3 b) de la Disposición Adicional Tercera de la Ley 22/2015, de 5 de julio, de Auditoría de Cuentas, el Órgano de Administración de I-TRANSFER GLOBAL PAYMENTS E.P., S.A., por las razones permitidas en dicha Disposición, ha acordado que el Órgano de Administración asumirá las funciones de la Comisión de Auditoría de la Entidad"
https://online.i-transfer.es/es/,"Salir del contenido
REGÍSTRATE
ACCEDE
CALCULA
DÓNDE PAGAMOS
QUIÉNES SOMOS
¿NECESITAS AYUDA?
FAQ
VIDEOTUTORIALES
ENVÍO DE DINERO.
CON I-TRANSFER GLOBAL PAYMENTS, TU DINERO A TU TIEMPO.
i-transfer te acerca más a tu país o a los tuyos, todos los días, a todas horas, sin salir de casa, con nuestro nuevo servicio 100% online.
¡CALCULA AHORA!


¡Nunca ha sido tan fácil!
Descarga la App de Itransfer:
Métodos de pago
Transferencia
Bancaria
Tarjeta de
crédito o débito
CONTÁCTENOS:
Nombre*

Correo electrónico*
Consulta

He leído y acepto las Políticas de Privacidad.






¿Quieres saber cuánto te llega?
¡CALCULA AHORA!
Síguenos en
©2025 Todos los Derechos Reservados. Tipo de Cambio – Agentes Autorizados – Condiciones Generales Presenciales – Condiciones Generales no Presenciales – Políticas de Privacidad – Políticas de Cookies – Concienciación sobre el Fraude – Política de Publicidad – Aviso Legal – Reglamento SAC – Registro Europeo de Entidades de Pago – Información a consumidores de la CE
I Transfer Global Payments EP S.A., con CIF: A-41681545 bajo la Licencia del Banco de España Nro. 6828 y domicilio fiscal en Calle Nieremberg, 29 (28002) Madrid. Inscrita en el Registro Mercantil de Sevilla, tomo 2033, libro 1, folio 11, sección 1, hoja SE- 20-212, inscripción 5ª. – Teléfonos de contacto 91 502 5800 – Mail atención al cliente: atencion.cliente@i-transfer.net
De conformidad con lo establecido en el apartado 3 b) de la Disposición Adicional Tercera de la Ley 22/2015, de 5 de julio, de Auditoría de Cuentas, el Órgano de Administración de I-TRANSFER GLOBAL PAYMENTS E.P., S.A., por las razones permitidas en dicha Disposición, ha acordado que el Órgano de Administración asumirá las funciones de la Comisión de Auditoría de la Entidad"
https://online.i-transfer.es/es/,"Salir del contenido
REGÍSTRATE
ACCEDE
CALCULA
DÓNDE PAGAMOS
QUIÉNES SOMOS
¿NECESITAS AYUDA?
FAQ
VIDEOTUTORIALES
ENVÍO DE DINERO.
CON I-TRANSFER GLOBAL PAYMENTS, TU DINERO A TU TIEMPO.
i-transfer te acerca más a tu país o a los tuyos, todos los días, a todas horas, sin salir de casa, con nuestro nuevo servicio 100% online.
¡CALCULA AHORA!


¡Nunca ha sido tan fácil!
Descarga la App de Itransfer:
Métodos de pago
Transferencia
Bancaria
Tarjeta de
crédito o débito
CONTÁCTENOS:
Nombre*

Correo electrónico*
Consulta

He leído y acepto las Políticas de Privacidad.






¿Quieres saber cuánto te llega?
¡CALCULA AHORA!
Síguenos en
©2025 Todos los Derechos Reservados. Tipo de Cambio – Agentes Autorizados – Condiciones Generales Presenciales – Condiciones Generales no Presenciales – Políticas de Privacidad – Políticas de Cookies – Concienciación sobre el Fraude – Política de Publicidad – Aviso Legal – Reglamento SAC – Registro Europeo de Entidades de Pago – Información a consumidores de la CE
I Transfer Global Payments EP S.A., con CIF: A-41681545 bajo la Licencia del Banco de España Nro. 6828 y domicilio fiscal en Calle Nieremberg, 29 (28002) Madrid. Inscrita en el Registro Mercantil de Sevilla, tomo 2033, libro 1, folio 11, sección 1, hoja SE- 20-212, inscripción 5ª. – Teléfonos de contacto 91 502 5800 – Mail atención al cliente: atencion.cliente@i-transfer.net
De conformidad con lo establecido en el apartado 3 b) de la Disposición Adicional Tercera de la Ley 22/2015, de 5 de julio, de Auditoría de Cuentas, el Órgano de Administración de I-TRANSFER GLOBAL PAYMENTS E.P., S.A., por las razones permitidas en dicha Disposición, ha acordado que el Órgano de Administración asumirá las funciones de la Comisión de Auditoría de la Entidad"
https://online.i-transfer.es/en/#,"Skip to content
REGISTRATION
LOGIN
CURRENCY CONVERTER
WHERE WE PAY
HELP
VIDEO TUTORIALS
WITH I-TRANSFER GLOBAL PAYMENTS, YOUR MONEY ON YOUR TIME
I-Transfer gets you close to your country and your people, every day, at all times, without leaving home, with our new 100% online service.
GET A FREE QUOTE NOW!
First transaction free!
So easy and so fast!
Now, with Direct transfer from I-Transfer, you can send money to your people, from your computer, tablet or cell phone. To any place and any time, with the certainty that the money will arrive in less than 24 hours. Register now and start enjoying our perks.
REGISTER EASILY AND FAST
Download the Itransfer App :
It has never been this easy!
Tell us the Beneficiary
You just have to save the beneficiary basic information, or if you have already saved it, just select him every time you are going to send money.
Calculate the amount
You can calculate the amount you want to send or the amount you want received by selecting between our different options, always with excellent currency rates.
Make the payment
We give you the option to pay via a bank transfer or using you credit or debit card.
Places where we pay
Click on the continent to see the list of countries.
Europe
America
Africa
Asia
BANGLADESH
INDIA
SRI LANKA
FILIPPINE
PAKISTAN
TURCHÍA
Payment methods
Bank Transfer
Debit or Credit Card
CONTACT US











Want to know how much money will be received?
CALCULATE IT NOW
Do you need help?
We want to serve you and help you as best we can, contact us:
91-502 5800
91-502 5810
girodirecto@i-transfer.net
Follow us
©2025 All rights reserved. Rates – Authorized Agents – Terms and Conditions – Privacy Policy – Cookies Policy – Legal Notice
I Transfer Global Payments EP S.A., con CIF: A-41681545 bajo la Licencia del Banco de España Nro. 6828 y domicilio fiscal en Calle Nieremberg, 29 (28002) Madrid. Inscrita en el Registro Mercantil de Sevilla, tomo 2033, libro 1, folio 11, sección 1, hoja SE- 20-212, inscripción 5ª. – Telephone 91 502 5800 – Customer Service Mail: atencion.cliente@i-transfer.net"
https://tasas.i-transfer.net/,"   

Importante: Las tasas de cambio pueden variar en cualquier momento en el transcurso del día. Consulte con su agente la tasa de cambio del momento, antes de realizar la operación.Cambios del dia 19/04/2025
Pais Cobro en Pago en Cambio
ALEMANIA Euros EUR 1
ALEMANIA Euros EUR 1
ARGENTINA Euros ARS 1330.2551
ARGENTINA Euros ARS 1330.2551
ARGENTINA Euros ARS 1286.2797
ARGENTINA DOLARES ARS 1170
ARGENTINA DOLARES ARS 1139
ARGENTINA Euros ARS 1252.1988
BOLIVIA Euros BOB 12.1042
BOLIVIA Euros BOB 12.3681
BRASIL Euros BRL 7.201
CHILE Euros CLP 1044.6429
COLOMBIA Euros COP 4659.1909
COLOMBIA DOLARES COP 4267
COLOMBIA Euros COP 4691.073
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ECUADOR Euros USD 0.9096
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ECUADOR Euros USD 0.9096
ECUADOR DOLARES USD 1
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ECUADOR Euros USD 0.9096
ECUADOR DOLARES USD 1
ECUADOR Euros USD 0.9096
ESPAÑA Euros EUR 1
ESPAÑA Euros EUR 1
FILIPINAS Euros PHP 62.523
FILIPINAS Euros PHP 61.8744
FILIPINAS Euros PHP 62.233
FILIPINAS Euros PHP 62.0532
HONDURAS Euros HNL 28.2545
ITALIA Euros EUR 1
MALASIA Euros MYR 4.5018
MARRUECOS Euros MAD 10.1525
PAKISTAN Euros PKR 322.3857
PARAGUAY Euros PYG 8634.004
PARAGUAY Euros PYG 8634.004
PARAGUAY Euros PYG 8575.1979
PARAGUAY DOLARES PYG 7800
PERU Euros PEN 4.0732
PERU Euros EUR 1
PERU Euros PEN 4.0523
REPUBLICA DOMINICANA Euros DOP 65.1935
REPUBLICA DOMINICANA Euros USD 0.9096
REPUBLICA DOMINICANA DOLARES DOP 59.3
REPUBLICA DOMINICANA DOLARES USD 1
RUMANIA Euros EUR 1
RUMANIA Euros EUR 1
RUMANIA Euros EUR 1
RUMANIA Euros RON 4.8882
RUMANIA Euros EUR 1
RUMANIA Euros RON 4.8882
RUMANIA Euros RON 4.864
URUGUAY Euros UYU 45.3276
URUGUAY Euros USD 0.9096
URUGUAY DOLARES UYU 41.23
URUGUAY DOLARES USD 1
URUGUAY Euros UYU 45.3276
URUGUAY Euros USD 0.9096
URUGUAY DOLARES UYU 41.23
URUGUAY DOLARES USD 1
VENEZUELA Euros VES 102.3195
VENEZUELA DOLARES VES 93.0698


I-TRANSFER GLOBAL PAYMENTS EP, S.A. - CIF A41681545 – C/ Nieremberg, 29 Local, 28002 - Madrid - España, tel.: 915025800"
