URL,Content
https://www.moore-audit.lu/,"Audit SA
Search
HELPING YOU MEET YOUR GLOBAL OBJECTIVES
About us
Learn about our history and what makes us special.
LEARN MORE ABOUT US
SERVICES WE OFFER
Get in touch
CONTACT US
REQUEST A PROPOSAL
Audit SA
DISCLAIMER
PRIVACY
COOKIES
SITEPROVIDER
SITEMAP
TRANSPARENCY REPORT"
https://www.moore-global.com/intelligence/articles/january-2024/checking-in-for-a-year-of-growth,"Global
Search
This website only stores essential cookies to function properly. With your consent, we will use additional cookies to improve the browsing experience. Please click on ""Allow all cookies"". For further information and to withdraw your consent at any time, please visit our Privacy Policy page.
2024 Trends
Home
Intelligence
Articles
January 2024
Checking in for a year of growth
CHECKING IN FOR A YEAR OF GROWTH
22 JANUARY 2024
Share
BY Marton Takacs
MOORE GLOBAL LEADER, HOTELS & LEISURE
International hotel operators, owners and investors are looking to the future with confidence after a remarkably strong year in which astute resource management and increased digitisation have helped sharpen performance and boost profitability.
The sector has reached a watershed moment. This year, sector leaders will no longer define success by comparing key performance indicators to ‘before’ and ‘after’ the global pandemic. Many hotel groups advanced into new territory in 2023 in terms of average daily rates (ADR), occupancy and revenue per available room (RevPAR) in 2023.
The prime focus in 2024 will be on defining and applying strategies, technologies and transactions that can help them scale new peaks of success.
Technological innovation, particularly use of Artificial Intelligence (AI), will be a key theme as the sector progresses from relatively low-level experimentation such as using chatbots for customer service and ChatGPT to create marketing campaigns, to bigger and bolder applications.
We are only beginning to glimpse the full range of possibilities for AI to transform hotel economics, from dynamic revenue management to security systems and energy and resource management.  New developments like smart sensors will also drive change.
Large international branded hotel groups are investing millions of dollars in AI applications. Some are running small scale pilots before committing to mass rollout but the pace of adoption is accelerating. The global AI in hospitality market was valued at $90 million in 2022 and is estimated to reach a value of $8.12 billion by 2033 with a compound annual growth rate (CAGR) of 60%.
Significantly, we expect to see a digitalisation drive take place across geographies and across the spectrum of hotel groups in terms of ownership and size. After years of being characterised as slow to adopt new technologies, the hotels sector is drawing on the hard-won experience of having had to reinvent business models after the pandemic and taking a proactive approach to digital transformation.
Confidence is underpinned by forecasts of strong demand – Global Business Travel Association data show that global spending on business travel is expected to reach $1.5 trillion in 2024, exceeding pre-pandemic levels for the first time.
We also expect growing spend on ‘bleisure’ travel, which involves business guests staying for longer in locations and spending more in order to enjoy some leisure time when travelling. The value of the global bleisure market is expected to more than double from 2022 levels to $731.4 billion globally by 2032, a CAGR rate of 8.9%.
Global investor interest remains keen too as hotels are regarded as a particularly attractive class of commercial real estate while inflation remains relatively high, effective eroding the real value of fixed yields from office and retail property assets. Hotel operators’ ability to dynamically price rooms to adapt to different market circumstances is a key attraction, as well as solid underlying occupancy trends.
Relatively high interest rates over the past couple of years have kept the cost of borrowing high but the cost of capital should fall in 2024 and this is likely to stimulate more merger and acquisition activity in the sector.
Major branded international hotel chains are pursuing ambitious expansion strategies and they are particularly keen on increasing their footprint in fast-growing economic regions. The Middle East, Southeast Asia and strong European destinations will also continue to be investment hot spots.
Naturally some significant uncertainties and challenges remain for the sector, from geopolitical risks to the impact of an economic slowdown this year in some traditionally strong territories, such as Germany, as well as rising input costs and persistent skills shortages. The latter is being tackled by investment in skills, training and education opportunities as well as through reward and recognition programmes designed to hold on to and develop the best people.
The sector will also continue to face intense competitive pressures as hotels compete for guest custom and loyalty in a world where expectations of guest experiences are continually rising. However, the industry has demonstrated great resilience and determination in the fact of even greater challenges and is heading confidently into a new year, ready to seize opportunities to grow and prosper.
  Hotels & LeisureIntelligenceTrends
MOORE GLOBAL HOTELS & LEISURE LEADER MARTON TAKACS EXPLAINS WHY THE TRAVEL BUSINESS IS FEELING CONFIDENT
WATCH THE VIDEO HERE
Global
HOME
ABOUT
JOIN US
CONTACT
REQUEST FOR PROPOSAL
LOCATIONS
PEOPLE
INDUSTRIES
SERVICES
PRESS
INTELLIGENCE
GLOBAL INTRANET
 
   Find us on LinkedIn
Find us on Twitter
Find us on Instagram
Find us on YouTube
Privacy policy Legal Sitemap"
https://www.moore-audit.lu/publications,"Audit SA
Search
Home
Publications
REPORTS
REPORTS
Transparency report 2023 of MOORE Audit S.A.
Transparency report 2022 of MOORE Audit S.A.
Transparency report 2021 of MOORE Audit S.A.
Transparency report 2020 of MOORE Audit S.A.
Transparency report 2019 of MOORE Audit S.A.
Audit SA
DISCLAIMER
PRIVACY
COOKIES
SITEPROVIDER
SITEMAP
TRANSPARENCY REPORT"
https://www.moore-audit.lu/services/further-services,"Audit SA
Search
Home
Services
Further Services of MOORE in Luxembourg
OTHER MISSIONS OF THE REVISEUR D‘ENTREPRISES
FURTHER SERVICES OF MOORE IN LUXEMBOURG
CSSF CIRCULAR ON AML/CFT EXTERNAL REPORT
GROUP AUDIT
CSRD SERVICES
FURTHER SERVICES OF MOORE IN LUXEMBOURG
In cooperation with our partner Moore TK Luxembourg S.à r.l. Tax & Advisory, we also offer a broad range in all areas of tax and accounting advisory services. In particular, we are characterized by our interdisciplinary advisory approach, the high level of professional competence and the strong focus on the needs of our clients. Thus, for many years, we are successful in finding cost-efficient pragmatic solutions for our clients and accompanying them as a reliable partner in all entrepreneurial situations.


Our services include especially:
    Tax Advisory
Corporate Tax Law
International Tax Law
Tax Structuring and Transaction Advice
Private Client Services
Corporate Services
Incorporation, Conversion and Dissolution of legal entities
Management & Administration
Corporate Housekeeping 
Reporting & Outsourcing
Management and Investor Reportings
Preparation of (Consolidated) Financial Statements
Financial and Payroll Accounting Services 
Financial Advisory
Support with IFRS Conversions
Implementation of Corporate Performance Management Software LucaNet & Jedox
IT Project & Process Consulting
Business Intelligence Projects
 
 
Contact Information:
6-8 Op der Ahlkerrech
L-6776 Grevenmacher
 
T     +352(0)26 72 88-20
E     lux@moore-tk.lu
  Click here to discover more about MOORE TK
Contact Moore TK Luxembourg S.à r.l. Tax & Advisory
CLICK HERE
Audit SA
DISCLAIMER
PRIVACY
COOKIES
SITEPROVIDER
SITEMAP
TRANSPARENCY REPORT"
https://www.moore-audit.lu/legal,"Audit SA
Search
Home
Privacy
PRIVACY
INTRODUCTION
MOORE Audit S.A. (“MA”) is a member firm of Moore Global is a worldwide network of independent accounting and consulting firms. Each member firm of the Moore Global network is a separate legal entity. For further details of the locations of each member firm please see www.moore-audit.lu, where you can see the list of firms and countries in which member firms of the Moore International network operate.

This privacy statement applies only to the www.moore-audit.lu website which is provided by MA and not to the various separate websites as per each location where Moore network entities are present.

By using www.moore-audit.lu and submitting any personal information to us, you agree to the use of your personal information in accordance with the terms of this privacy statement.

PURPOSE OF THIS PRIVACY POLICY
This privacy notice aims to give you information on how Moore (“MA”) collects, uses, shares and otherwise processes your personal data in connection with your relationship with MA, in accordance with applicable data privacy laws and regulations, which include the General Data Protection Regulation 2016/679 (“GDPR”) which took direct effect in Luxembourg on 25 May 2018. Luxembourg passed a new law on 1 August 2018 which repealed the former Luxembourg law on data protection of 2 August 2002: the 1 August 2018 Act concerning the organisation of the CNPD (the Luxembourg Data Protection Authority) and the General Data Protection Regulation (the ""Data Protection Act""). The Data Protection Act took effect on 20 August 2018.

This privacy statement defines how MA, acting as data controller, may process information relating to identified or identifiable natural persons (called “data subjects”) collected from time to time from the data subjects themselves as well as from its clients, third parties and from publicly available sources where applicable.

WHY DOES MA PROCESS PERSONAL DATA?
MA may process personal data for the following purposes:
to establish, administer and implement a business relationship;
to strengthen the existing business relationship or to develop a new business relationship or to approach interested parties including information on current legal developments and our range of services (marketing);
to provide our services to you and manage our relationship with you, including communicating with you in relation to the products and services you obtain from us;
to fulfil our administrative purposes and protect our business interests;
to comply with our legal obligations (such as laws of the financial sector, anti-money-laundering and tax laws), including disclosures to the tax authorities, financial service regulators and other regulatory and governmental bodies, and investigating or preventing crime;
to ensure the safety of our clients, employees and other stakeholders;
any other purposes we notify from time to time.
We only use your personal data for the purposes based on at least one of the following legal grounds:
our legitimate interests in the effective delivery of information and services to you and in the effective and lawful operation of our businesses (provided these do not interfere with your rights);
to satisfy any legal and regulatory obligations to which we are subject;
to perform our obligations under the contractual terms of any contract you (or an entity to are connected to or affiliated with) may have with MA , or any website or other terms you agree with MSA.
WHAT PERSONAL DATA DOES MA PROCESS?
When you provide personal information to us, we may use it for any of the purposes described in this privacy notice or as stated at the point of collection (or as obvious from the context of collection), such as corresponding to the following categories of personal data:

Personal identification data:
Name and Surname
Title, Salutation (Mr, Mrs, Ms)
Postal and/or e-mail address
Phone numbers
Identification number
Date of birth
Publicly available information (such social media)
KYC documents (including a copy of your passport or national ID card)
Content you provide (such as CV, education history, ..)
Professional information:
Job title
Department and name of organisation
Financial information:
Transactional data
Information relating to our assets
Tax information:
Tax domicile and other tax related documents and information
Technical Information:
Information from your visit to our web site or in relation to materials and communication we send to your electronically (logs, IP address, biometric data such as pictures, sound, video,..)
DOES MA SHARE PERSONAL DATA TO THIRD PARTIES?
Please note that we may use or disclose personal data if we are required by law or if we reasonably belief that the use or disclosure is necessary to protect our rights and/or to comply with judicial or regulatory proceedings, a court or other legal process.

MA may also share your personal data to the following categories of recipients in accordance with contractual arrangements in place with them, such as:
Subcontractors, business partners and experts;
IT service providers;
Other MSA entities;
MSA’s external counsels, agents or auditors;
Supervisory bodies or public authorities.
DOES MA TRANSFER PERSONAL DATA OUTSIDE THE EUROPEAN UNION?
MA does not transfer any personal data outside the European Union other than:
to countries which provide an adequate level of protection for personal data as decided by the European Commission or
to recipients under a suitable agreement which contains the legal requirements for such transfer. Copy of the applicable safeguards may be requested to the Data Protection Officer of MA.
HOW LONG DOES MA KEEP PERSONAL DATA?
We will retain your personal data on our systems only for as long as we need it, given the purposes for which it was collected, or as required to do so by operation of law or regulation.

We keep contact information (such as mailing list information) until a recipient unsubscribes or requests that we delete that information. If you choose to unsubscribe from a mailing list, we may keep certain limited information about you so that we may honour your request.

RIGHTS IN RELATION TO YOUR PERSONAL DATA:
To the extent permitted by the laws, you may have the right to:
request a copy of the personal data we hold about you;
ask that we update the personal information we hold about you, or correct such personal information that you think is incorrect or incomplete;
ask that we delete personal information that we hold about you, or restrict the way in which we use such personal data. Please note that we may not always be able to comply with a request for deletion of personal data for legal reasons which will be notified to you, if applicable, at the time of your request;
object to our processing of your personal data; and/or
withdraw your consent to our processing of your personal data (to the extent such processing is based on consent and consent is the only permissible basis for processing).
If you would like to ensure these rights, please contact us by sending an email demonstrating your identity and specifying the right you want to exercise to the Data Protection Officer at MSA.

 We may charge for a request to access details of your information, if permitted by law. If your request is clearly unfounded, repetitive or excessive we may refuse to comply with your request.

We may need to request specific information from you to help us confirm your identity and ensure your rights to access your personal data (or to exercise any of your other rights). This is a security measure to ensure that personal data is not disclosed to any person who has no right to receive it. We may also contact you to ask you for further information in relation to your request to speed up our response.

We try to respond to all legitimate requests within one month. Occasionally it may take us longer than a month if your request is particularly complex.    In this case, we will notify you and keep you updated.

You may also have the right to lodge a complaint with your local data protection regulator, the lead supervisory authority competent for personal data processed by MSA being the Commission Nationale de Protection des Données (CNPD).

SECURITY OF YOUR PERSONAL DATA
To protect your personal data against unauthorized or unlawful processing and against loss, misuse, destruction or damages, we have implemented appropriate technical and organisational measures. We require all employees and principals to keep personal information confidential and only authorized personnel have access to this information.

Your personal data is stored in Luxembourg in electronic and in physical form. Any physical documentation is kept under lock and key in a secure location on our premises, electronic files that contain personal data are stored within a secured IR infrastructure.

UPDATE
In order to comply with the applicable laws and regulations, we may modify or update this privacy statement from time to time. You will be able to see when the last update was performed (see last modification date), changes and additions to this privacy statement are effective from the date on which they are posted.

It is important that you read this privacy statement together with any other privacy notice or fair processing notice we may provide on specific occasions when we are collecting or processing personal data about you so that you are fully aware of how and why we are using your data.

CONTACT
If you have any questions about this Privacy Statement you can contact our designed Data Protection Officer by +352 26 26 84 1 or e-mail: dpo@moore-audit.lu

Last modified:   9 September 2019
  Audit SA
DISCLAIMER
PRIVACY
COOKIES
SITEPROVIDER
SITEMAP
TRANSPARENCY REPORT"
https://www.moore-audit.lu/services,"Audit SA
Search
SERVICES
Home
Services
Audit SA
DISCLAIMER
PRIVACY
COOKIES
SITEPROVIDER
SITEMAP
TRANSPARENCY REPORT"
https://www.moore-global.com/intelligence/articles/october-2024/sustainability-from-buzzword-to-business-critical,"Global
Search
This website only stores essential cookies to function properly. With your consent, we will use additional cookies to improve the browsing experience. Please click on ""Allow all cookies"". For further information and to withdraw your consent at any time, please visit our Privacy Policy page.
Moore Global Survey
Home
Intelligence
Articles
October 2024
Sustainability: From Buzzword To Business Critical
SUSTAINABILITY: FROM BUZZWORD TO BUSINESS CRITICAL
21 OCTOBER 2024
Share
Ambitious mid-sized companies that embrace ESG principles have benefited financially but now they are nervous about a new wave of regulation that will compel them to vouch for the sustainability of every link in their global supply chains.
Almost half (46.5%) of businesses surveyed by Moore Global have implemented comprehensive governance practices to meet a higher level of scrutiny.
However, they are concerned about external risks such as supply chain disruptions and cybersecurity attacks that could impact their efforts to comply with the new rules.
The findings emerge from a long-term research project undertaken by Moore Global that has tracked the evolution of Environmental, Social and Governance issues – the three pillars of ESG that companies of all sizes now have to bear in mind as they plan ahead.
“This is one of the most comprehensive studies of ambitious, mid-sized companies’ attitudes towards ESG, risk management and governance,” says Moore Global CEO Anton Collela. “It shows that sustainability has moved from being a buzzword in boardrooms to business critical.”
“The companies we spoke to are the engine of the global economy, so how they view the future is incredibly important for all of us. They are tackling complex issues and may have to make significant changes to the way they have operated for decades.”
The study was conducted for Moore by the Centre for Economic and Business Research (Cebr). It reflects the changing attitudes and concerns of almost 4,000 business leaders in 12 key economies spanning the Americas, Europe, Asia, Africa and the Middle East.
Over the three years of our research, sustainability and ESG have risen up the agenda of investors, banks, regulators and customers.
Now, there is a new regulatory framework emerging that will increase due diligence and require companies to audit their activities in order to adhere to a tougher governance regime.
“What we are seeing is a rapidly changing regulatory landscape for mid-sized companies across the globe,” says Mark Stewart, Moore’s Global ESG leader. “Many mid-market companies are becoming more aware of the impact ESG risks can have on their operations, especially in terms of reputation, regulatory compliance and access to capital.”
The EU’s Corporate Sustainability Reporting Directive (CSRD) requires companies to report on the impact of their activities on the environment and society. Meanwhile, the International Sustainability Standards Board aims to deliver a global baseline of sustainability-related disclosure standards, focused on the needs of investors.
In the US, there is a proposed rule change to the Federal Acquisition Regulation that would require certain federal contractors to disclose their greenhouse gas (GHG) emissions and climate-related financial risk. They would also have to set science-based targets to reduce their GHG emissions.
Our investigation reveals that only 55% of businesses surveyed are completely confident about their organisation’s awareness of upcoming regulatory changes.
Among business leaders that are not completely confident in their organisation’s awareness of impending regulatory changes, the most common reason for doubt was the complexity of regulatory requirements, according to 39% of respondents.
Other reasons included: a lack of clear information or guidance on regulatory changes (38%); limited internal resources or expertise to keep up with updates (36%) and previous difficulties in compliance with regulatory changes (30%).
More than 80% of businesses have already adjusted their operations in response to upcoming regulatory changes, although the contrast between the world’s largest economies is stark.
In the US, 42% of surveyed businesses – the equivalent of 22,000 individual companies – have already significantly altered their operations in response to upcoming regulatory changes. Mobilisation rates among European members of the G7, France, Germany, Italy and the UK, are between 30% and 35%.
Japan, the world’s third largest economy, is lagging with only 11% of companies altering business practices in response to upcoming regulations. The country is both a major exporter and foreign investor and the new rules will impact companies that trade across borders.
The bureaucracy of further regulation is often cited as a drag on business and economic growth but our survey shows that those that have embraced the emerging new regime have enjoyed financial benefits.
Of decision makers surveyed, 63% reported that previous regulatory changes positively impacted their organisation’s finances and a similar number (57%) expect upcoming changes to also have a positive impact on the bottom line.
However, this optimism is not universally shared. Emerging economies, like the UAE, Brazil and South Africa are very positive but that optimistic mindset is shared by less than half of the respondents in more developed economies that have already had to adapt to many changes of regulatory regimes.
A raft of new regulations brings a need for greater oversight – once again, readiness is patchy across the globe. Some 46% of business leaders have already implemented comprehensive governance practices but almost as many – 42% – say they have introduced some measures “but there is room for improvement”.
Among the most far-reaching of the impending regulations are requirements on companies of all sizes to be able to demonstrate the sustainability of their entire supply chains of suppliers, no matter where they are based.
Around 45% of decision makers reported that supply chain disruptions pose more risk now than they did five years ago.
More than half of businesses expect to conduct supply chain audits more frequently in the future – with the frequency highest in banking and finance.
In Brazil, a country that is seeking to attract investment from the US, Europe and Asia, 56% of firms conduct audits at least four times a year against the global average of 3.6 per year.
This risk of cyber attacks has leaders of mid-market companies extremely worried, perhaps a reflection of the fact they may lack the cyber security sophistication of multinational corporations.
Around 85% of companies worry about cyber attacks having negative financial impacts on their organisations and more than half (55%) believe cyber-attacks pose more risk now than they did five years ago.
It is clear from our unique study that the new business reality for mid-sized companies is very different from pre-Covid days. However, those that have adapted to the changes have done well and in many cases they are now more sustainable than before.
  IntelligenceSustainability
MOORE INTELLIGENCE
DOWNLOAD WHITE PAPER
SUSTAINABILITY VIDEO
Global
HOME
ABOUT
JOIN US
CONTACT
REQUEST FOR PROPOSAL
LOCATIONS
PEOPLE
INDUSTRIES
SERVICES
PRESS
INTELLIGENCE
GLOBAL INTRANET
 
   Find us on LinkedIn
Find us on Twitter
Find us on Instagram
Find us on YouTube
Privacy policy Legal Sitemap"
https://www.moore-audit.lu/locations,"Audit SA
Search
  Select location
 Grevenmacher
 Livange

Home
Locations
Moore Audit S.A.
Livange
+352 26 26 84 1
mail@moore-audit.lu
Moore TK Luxembourg S.à r.l. Tax & Advisory
Grevenmacher
+352 26 72 88 20
https://www.moore-tk.lu
info@moore-tk.lu
Audit SA
DISCLAIMER
PRIVACY
COOKIES
SITEPROVIDER
SITEMAP
TRANSPARENCY REPORT"
https://www.moore-audit.lu/error,"Audit SA
Search
Home
Cookies
COOKIES
MOORE Audit S.A. uses cookies in the following way:
  WHAT ARE COOKIES?
Cookies are small text files which are placed on your computer or mobile device when you visit a web site or application. Your web browser sends cookies back to the web site or application on each subsequent visit so that they can recognise you and remember things like personalized details or user preferences. Cookies do not damage your system. You can reset your browser so as to refuse any cookies or to alert you to when a cookie is being sent.
To improve your experience and to make our service to you better we use cookies for the purposes of system administration and analytics of our web site. This gives us information regarding the number of visitors to the different parts of our web site.
We do not share this data with third parties. Our cookies do not store sensitive information; they only enable us to see behaviour on the web site to help us to improve our behaviour.

HOW TO CONTROL COOKIES?
Most browsers allow you to view, manage, delete and block cookies for a website. There are various ways to control and manage your cookies. Please notice that any settings you change will not only affect the www.moore-audit.lu web site. Be aware that if you delete all cookies any preferences you have set will be lost. Furthermore, the ability to opt-out from cookies is also lost as this function itself requires placement of an opt out cookie on your device.
  MANAGING COOKIES ON YOUR DEVICE
We use cookies to personalize content and provide you with an improved user experience. By using this website or application you consent to the development of cookies. You can control and manage cookies using your browser as described above. Please note that the removing or blocking of cookies many web sites will not work properly and some functionality on these web sites will no longer work at all.
  FURTHER INFORMATION ABOUT COOKIES
If you would like to learn more about cookies in general and how to manage them, please visit “aboutcookies.org”.
Please note that we can’t be responsible for the content of external web sites.
  CATEGORISATION OF COOKIES
Cookie Name Cookie Function Cookies Expires After
CMSCookieLevel Specifies which cookies are allowed by the visitor. 1 year
CMSCsrfCookie Stores a security token that the system uses to validate all form data submitted via POST requests. Helps protect against cross site forgery. Permanent
ASP.NET_SessionId Keeps the user session ID for security reasons. End of session
CMSPreferredCulture
  Stores the visitor's preferred content culture. 1 year
  CMSMobileRedirected Indicates if the visitor has been redirected to the mobile version of the website by the Mobile device redirection web part. End of session
CMSCurrentTheme Stores the name of the current visual theme to provide proper design to the dialog windows. 1 day
Webauthtoken Live ID authentication cookie. Permanent
CMSForumPostAnswer Keeps a list of Question-Answer forum posts in which the user voted for an answer to prevent repeated votes. 1 month
CMSVotedPolls Keeps a list of polls where the user voted to prevent repeated votes. 1 year
CMSRatedDocuments Keeps a list of documents that the user rated to prevent repeated votes. 1 year
CMSShowDesktopVersion Indicates that the visitor has switched to the desktop (default) version of the website from a specific device profile. 1 year
CMSWindowsUser Stores information for users who were imported from an Active Directory domain during authentication. Permanent
.ASPXFORMSAUTH Stores the user's encrypted authentication ticket when using forms authentication. 1000 hours (41.7 days)
VisitorStatus Indicates if the visitor is new or returning. Used for tracking the visitors statistic in Web analytics. 20 years
Source Store the channel which the user came from (e.g. email, Facebook, Twitter etc). 50 years
Campaign Stores the web analytics Campaign assigned to the visitor. Permanent
TrackedCampaigns Stores all the web analytics Campaigns, which should be tracked within a JavaScript snippet.    

  20 minutes
Audit SA
DISCLAIMER
PRIVACY
COOKIES
SITEPROVIDER
SITEMAP
TRANSPARENCY REPORT"
https://www.moore-audit.lu/services/sample-service,"Audit SA
Search
Home
Services
Other Missions of the Reviseur d‘Entreprises
COMPLIANCE
OTHER MISSIONS OF THE REVISEUR D‘ENTREPRISES
FURTHER SERVICES OF MOORE IN LUXEMBOURG
CSSF CIRCULAR ON AML/CFT EXTERNAL REPORT
GROUP AUDIT
CSRD SERVICES
OTHER MISSIONS OF THE REVISEUR D‘ENTREPRISES
In addition to our core business, we provide technical services in the field of financial engineering. Adding value and support in the framework of your financing and transactional operations, we conduct valuations of companies, shares and holdings in a wide variety of sectors. Moreover, as Reviseur d’Entreprises, we are legally authorised to work in the specific context of the following:

Examples of other missions we offer:
Contribution in Kind
Merger/Demerger/Spinoffs
Distribution of Interim Dividends
Liquidations
Control of production costs eligible for grants
Certification of financial statement / training
Certification of the financial statement of an NGO
Due diligence in connection with the CSSF Circular 2002/77
Mission of the auditor in connection with the publication of a prospectus
Company Valuations.
We understand that a proper performance of such missions is critical for the success of our clients. Thus only experienced Partners and Directors are assigned to these engagements. 
  Submit a request for proposal
CLICK HERE
Audit SA
DISCLAIMER
PRIVACY
COOKIES
SITEPROVIDER
SITEMAP
TRANSPARENCY REPORT"
