URL,Content
https://www.kranztreuhand.li/,"DE
EN
SEIT 1992
Integrativ.
Innovativ.
Tradition.
Seit 1992 vereinen wir als unabhängiges Treuhand- und Verwaltungsunternehmen wegweisende Ideen mit traditionellen Werten. Unsere vielseitigen Kompetenzbereiche ermöglichen es uns, Sie umfassend hinsichtlich diverser wirtschaftlicher Belangen zu beraten und gemeinsam massgeschneiderte Lösungswege zu finden. Denn Ihre Zufriedenheit ist unser Ziel.
Vielfältige Erfahrungswerte und Branchenexpertise bilden das Fundament für grenzüberschreitende Beratung. Als zuverlässiger Partner unterstützen wir Sie bei Ihren individuellen Anliegen betreffend internationale Bilanz-, Finanz- und Steuerfragen. Auf dieser Grundlage schaffen wir praxisnahe Lösungen für Ihren Mehrwert – und damit Ihren Weg in eine gesicherte Zukunft.
Gerne stehen wir Ihnen beratend zur Seite. Willkommen bei der Kranz Treuhand AG.
Professionelle Betreuung ist für uns ebenso selbstverständlich wie der sorgfältige und diskrete Umgang mit Ihren Anliegen.
Dafür stehe ich aus Überzeugung.
URS MARKUS KRANZ
TREUHAND
Verlässlichkeit und Loyalität – Grundbegriffe, die wir nicht nur im Namen tragen, sondern auch leben.
ERFAHRE MEHR >
IMMOBILIEN
Warte nicht darauf in Immobilien zu investieren, investiere in Immobilien und warte.
ERFAHRE MEHR >
BERATUNG – SPORTKARRIERE
Unser grösster Ehrgeiz ist, anderen weiterzugeben, was wir wissen.
ERFAHRE MEHR >
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/treuhand/,"DE
EN
TREUHAND
Der vertrauenswürdige
Partner an Ihrer Seite.
Unsere vielfältigen Kompetenzen erwachsen aus dem grenzüberschreitenden Verständnis für internationale Märkte, mit Spezialisierung auf den deutschsprachigen Raum.
UNSERE TREUHÄNDERISCHEN DIENSTLEISTUNGEN:
Gründung und Verwaltung von Gesellschaften
internationale Steuerberatung
Erarbeitung und Unterhalt von Holding-Strukturen
Beratung in Steuerfragen
Unternehmensberatung
professionelle Family-Office-Services*
Unsere Dienstleistungen umfassen die Vermögensplanung, Treuhand, Caritas- & Philanthropie-Services, Vermögensverwaltung (inkl. Vermögenskonsolidierung und Überwachung der Performance), Dienstleistung im Steuer- und Rechtsbereich.
Seit 1992 vereinen wir als unabhängiges Treuhand- und Verwaltungs-Unternehmen wegweisende Ideen mit traditionellen Werten. Unsere vielseitigen Kompetenzbereiche ermöglichen es uns, Sie umfassend in diversen wirtschaftlichen Belangen zu beraten und gemeinsam massgeschneiderte Lösungswege zu finden.
Ihre Zufriedenheit ist unser Ziel.
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/impressum-datenschutz/,"DE
EN
Impressum
Verantwortlich für den Inhalt der Seiten
Kranz Treuhand AG
Austrasse 49
Postfach 1260
FL-9490 Vaduz
Fürstentum Liechtenstein
E-Mail: info@kranztreuhand.li
Telefon: +423 237 76 00
Telefax: +423 237 76 01
Firmenbuchnr.: 52326
Gerichtsstand: Vaduz
Konzept & Webdesign
DieEine Werbeagentur, Sargans
www.dieeine.ch
Programmierung
Lapala web solutions, Bad Ragaz
www.lapala.ch
Rechtliche Hinweise
Personen, welche die von KRANZ TREUHAND veröffentlichte Webseite abrufen, erklären sich mit den nachstehenden Ausführungen einverstanden.
Urheberrecht
Die Inhalte dieser Webseite sind urheberrechtlich geschützt. Die Vervielfältigung, Bearbeitung, Verbreitung und jede Art der Verwertung außerhalb der Grenzen des Urheberrechtes bedürfen der schriftlichen Zustimmung des jeweiligen Autors bzw. Erstellers.
Downloads und Kopien dieser Seite sind nur für den privaten, nicht kommerziellen Gebrauch gestattet. Soweit die Inhalte auf dieser Seite nicht von erstellt wurden, werden die Urheberrechte Dritter beachtet. Insbesondere werden Inhalte Dritter als solche gekennzeichnet.
Kein Angebot, keine Anlageempfehlung
Sämtliche Inhalte der Webseite dienen ausschließlich der Information; sie stellen insbesondere weder ein Angebot noch eine Kauf- oder Verkaufsempfehlung dar und ersetzen sohin keine individuelle Anlageberatung. Sie stellen ebenso keine Vermögens-, RechtsSteuer-, Anlage- oder sonstige Beratung dar und können eine entsprechende Beratung nicht ersetzen. Sämtliche Daten dienen ausschließlich dem Eigengebrauch des Besuchers der Webseite.
Verlinkungen
Die Webseite enthält Links zu externen Webseiten Dritter, auf deren Inhalte die KRANZ TREUHAND keinen Einfluss hat. Deshalb kann die KRANZ TREUHAND für diese fremden Inhalte auch keine Haftung übernehmen. Für die Inhalte der verlinkten Seiten ist stets der jeweilige Anbieter oder Betreiber der Seiten verantwortlich. Rechtswidrige Inhalte waren zum Zeitpunkt der Verlinkung nicht erkennbar. Eine permanente inhaltliche Kontrolle der verlinkten Seiten ist jedoch ohne konkrete Anhaltspunkte einer Rechtsverletzung nicht zumutbar. Bei Bekanntwerden von Rechtsverletzungen werden derartige Links umgehend entfernen.
Haftungsausschluss
Die Inhalte dieser Webseite werden mit größtmöglicher Sorgfalt erstellt. KRANZ TREUHAND übernimmt jedoch keine Haftung für die Richtigkeit, Vollständigkeit und Aktualität der bereitgestellten Inhalte. Namentlich gekennzeichnete Beiträge geben die Meinung des jeweiligen Autors und nicht immer die Meinung von KRANZ TREUHAND wieder. Mit der reinen Nutzung der Webseite kommt keinerlei Vertragsverhältnis zwischen dem Nutzer und der KRANZ TREUHAND zustande.
Des weiteren haftet KRANZ TREUHAND nicht für technische Störungen, die zu einer temporären Nichtverfügbarkeit der Webseite insgesamt oder nur einzelner Bereiche führen.
Datenschutz
Die Nutzung der Webseite ist in der Regel ohne Angabe personenbezogener Daten möglich. Soweit auf unseren Seiten personenbezogene Daten (beispielsweise Name, Anschrift oder E-Mail-Adressen) erhoben werden, erfolgt dies, soweit möglich, stets auf freiwilliger Basis. Diese Daten werden ohne Ihre ausdrückliche Zustimmung nicht an Dritte weitergegeben.
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/ueber-uns/team/,"DE
EN
TEAM
Die Kompetenzen für Ihren Vorteil.
Qualifikation, Praxiserfahrung und Engagement sind Voraussetzungen für unser dynamisches Team. Reich an Erfahrung und jung im Denken, realisieren wir Ihre individuellen Ziele.
Professionelle Betreuung ist für uns ebenso selbstverständlich wie der sorgfältige und diskrete Umgang mit Ihren Anliegen.
Dafür stehen wir aus Überzeugung.
Urs Markus Kranz
Verwaltungsrat
Inhaber & Geschäftsführer
Eidg. Dipl. Betriebsoekonom HWV
Treuhänder
E-Mail
Joelle Vogt
Direktorin
Compliance Officer
E-Mail
Renzo Zanolari
lic. iur. Treuhänder
E-Mail
Burim Zaimi
Prokurist
Leiter Buchhaltung & Finanzen
E-Mail
David Frohnwieser
Buchhalter
E-Mail
Julia Fitz
HBV
Treuhandsachbearbeiterin
E-Mail
Sarina Mündle
Treuhandsachbearbeiterin
E-Mail
Emina Stühmer
Treuhandsachbearbeiterin
E-Mail
Birgit Patsch-Marxer
Treuhandsachbearbeiterin
E-Mail
Bettina Sopjani
Treuhandsachbearbeiterin
E-Mail
Andrea Hofer
Post & Kurierdienste
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/ueber-uns/finanzplatz/,"DE
EN
FINANZPLATZ
Agieren mit Weitblick
Stabil, sicher und vielseitig. Nicht umsonst gilt das Fürstentum Liechtenstein als einer der attraktivsten Finanzplätze und ist Anziehungspunkt für Kunden aus der ganzen Welt. Unser Unternehmenssitz in Vaduz ist daher ein optimaler Ausgangspunkt für nachhaltige Investitionen.
IHRE VORTEILE AUF EINEN BLICK
Unabhängigkeit des Fürstentums
freier Kapitalverkehr
Schweizer Franken als solide Währung
leistungsfähiges Bankensystem
beste Infrastruktur
optimale steuerliche und gesellschaftsrechtliche Voraussetzungen
stabile wirtschaftliche und politische Verhältnisse
Mitglied im Europarat
Mitglied der Vereinten Nationen
Mitglied des Europäischen Wirtschaftsraums
internationale Vernetzung
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/,"DE
EN
SEIT 1992
Integrativ.
Innovativ.
Tradition.
Seit 1992 vereinen wir als unabhängiges Treuhand- und Verwaltungsunternehmen wegweisende Ideen mit traditionellen Werten. Unsere vielseitigen Kompetenzbereiche ermöglichen es uns, Sie umfassend hinsichtlich diverser wirtschaftlicher Belangen zu beraten und gemeinsam massgeschneiderte Lösungswege zu finden. Denn Ihre Zufriedenheit ist unser Ziel.
Vielfältige Erfahrungswerte und Branchenexpertise bilden das Fundament für grenzüberschreitende Beratung. Als zuverlässiger Partner unterstützen wir Sie bei Ihren individuellen Anliegen betreffend internationale Bilanz-, Finanz- und Steuerfragen. Auf dieser Grundlage schaffen wir praxisnahe Lösungen für Ihren Mehrwert – und damit Ihren Weg in eine gesicherte Zukunft.
Gerne stehen wir Ihnen beratend zur Seite. Willkommen bei der Kranz Treuhand AG.
Professionelle Betreuung ist für uns ebenso selbstverständlich wie der sorgfältige und diskrete Umgang mit Ihren Anliegen.
Dafür stehe ich aus Überzeugung.
URS MARKUS KRANZ
TREUHAND
Verlässlichkeit und Loyalität – Grundbegriffe, die wir nicht nur im Namen tragen, sondern auch leben.
ERFAHRE MEHR >
IMMOBILIEN
Warte nicht darauf in Immobilien zu investieren, investiere in Immobilien und warte.
ERFAHRE MEHR >
BERATUNG – SPORTKARRIERE
Unser grösster Ehrgeiz ist, anderen weiterzugeben, was wir wissen.
ERFAHRE MEHR >
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/,"DE
EN
SEIT 1992
Integrativ.
Innovativ.
Tradition.
Seit 1992 vereinen wir als unabhängiges Treuhand- und Verwaltungsunternehmen wegweisende Ideen mit traditionellen Werten. Unsere vielseitigen Kompetenzbereiche ermöglichen es uns, Sie umfassend hinsichtlich diverser wirtschaftlicher Belangen zu beraten und gemeinsam massgeschneiderte Lösungswege zu finden. Denn Ihre Zufriedenheit ist unser Ziel.
Vielfältige Erfahrungswerte und Branchenexpertise bilden das Fundament für grenzüberschreitende Beratung. Als zuverlässiger Partner unterstützen wir Sie bei Ihren individuellen Anliegen betreffend internationale Bilanz-, Finanz- und Steuerfragen. Auf dieser Grundlage schaffen wir praxisnahe Lösungen für Ihren Mehrwert – und damit Ihren Weg in eine gesicherte Zukunft.
Gerne stehen wir Ihnen beratend zur Seite. Willkommen bei der Kranz Treuhand AG.
Professionelle Betreuung ist für uns ebenso selbstverständlich wie der sorgfältige und diskrete Umgang mit Ihren Anliegen.
Dafür stehe ich aus Überzeugung.
URS MARKUS KRANZ
TREUHAND
Verlässlichkeit und Loyalität – Grundbegriffe, die wir nicht nur im Namen tragen, sondern auch leben.
ERFAHRE MEHR >
IMMOBILIEN
Warte nicht darauf in Immobilien zu investieren, investiere in Immobilien und warte.
ERFAHRE MEHR >
BERATUNG – SPORTKARRIERE
Unser grösster Ehrgeiz ist, anderen weiterzugeben, was wir wissen.
ERFAHRE MEHR >
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/ueber-uns/news/,"DE
EN
NEWS
Interessantes und Wissenswertes
Wir versorgen sie regelmässig mit Neuigkeiten aus unseren Geschäftsbereichen.
KOMPLEXITÄT DES VERMÖGENSSCHUTZES
16.04.2025
Mir scheint, als gäbe es in den Medien ausschliesslich negativ konnotierte Meldungen – wir werden gewarnt vor Hitze, Kälte, Staus, Fussgängerstreifen, Krankheiten und so manchem mehr. Ganz nebenbei, mein persönlicher Favorit in diesem Zusammenhang ist die Wetterwarnung. Wir werden vor «Wetter» gewarnt. Lediglich vor dem Verlust unseres Vermögens warnt uns die Journaille nicht. Dies ist umso bemerkenswerter, als dass unser Vermögen, also der Bestand an jeglichen Vermögenswerten, der Wohlstand, Alterssicherung, Bildung und Gesundheit gewährleistet, von allen Seiten angegriffen wird. Amerika erhöht die Zölle, China stellt dank staatlicher Subventionen konkurrenzlose Billigprodukte her, Deutschland will Steuern erhöhen, Vermögen umverteilen und die Industrie abschaffen, Russland wird sanktioniert, die Hutis greifen Frachtschiffe an, der Nahe Osten versinkt in Chaos – die Liste liesse sich fast beliebig fortsetzen.
All diese Gegebenheiten führen tendenziell zur Verminderung von Privatvermögen und kaum jemand kämpft dagegen an. Unter dem Deckmantel sozialer Umverteilung greift der Staat in «Robin-Hood-Manier» auf das Vermögen der Bürger zu.
Dies führt logischerweise zum Rückgang von Investitionen, Sparanstrengung und nicht zuletzt zur Kapitalflucht. Alles Faktoren, die einen Wirtschaftsstandort schwächen, und den Staat dazu verleiten, Regulatoren zu schaffen und drastische Strafmassnahmen einzuführen.
Diese wiederum, verursachen immense Kosten und führen ihre vorgesehene Wirkung ins Leere. Es gibt wohl kein Instrument, das vor all dieser Faktoren schützen kann.
Das oberste Ziel bei dieser unsicheren Zeit dürfte hinsichtlich von Vermögenswerten, deren Schutz sein. Die Stiftung nach Liechtensteiner Recht bietet in diesem Zusammenhang weitreichende Möglichkeiten, damit ihr Vermögen der Dummheit der Politiker, der Gier des Staates und schädlicher Einflüsse nicht schutzlos ausgeliefert ist.
Wir beraten Sie gerne.
Herzlichst
Urs Markus Kranz
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/ueber-uns/login/,"DE
EN
LOGIN
Dieser Bereich steht für unsere Kunden zur Verfügung
E-MAIL
PASSWORT
Passwort vergessen?
Kranz Treuhand AG
Austrasse 49
Postfach 262
FL-9490 Vaduz
info@kranztreuhand.li
T +423 237 76 00
F +423 237 76 01



©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
https://www.kranztreuhand.li/immobilien/,"DE
EN
IMMOBILIEN
Investition mit Weitsicht.
Sie wollen gewinnbringend in Immobilien investieren oder Ihre Immobilie zum höchstmöglichen Mehrwert veräussern?
Der Ankauf oder die Verwertung von Immobilien, Immobilienportfolios oder Projektentwicklungen ist ein komplexes Unterfangen. Voraussetzung dafür ist ein interdisziplinäres Vorgehen, um alle immobilienwirtschaftlichen Parameter zu kontrollieren und so die Bedürfnisse der Investoren, Betreiber und/oder Nutzer optimal zu befriedigen. Essentielle Erfolgsfaktoren sind ein projektadäquates Transaktions-Set-up, ein optimales Timing und ein strukturierter, ergebnisorientierter Transaktionsprozess.
Unsere jahrelange Erfahrung garantiert eine zuverlässige Auswahl und Vermittlung von Immobilien, die nachhaltig Mehrwert erzeugen. Das fundierte Wissen über rechtliche und marktspezifische Rahmenbedingungen ermöglicht uns, Dienstleistungen von höchster internationaler Qualität anzubieten.
Wir beraten Sie kompetent.
Aktuelle Immobilien Angebote >




Kranz Immobilien AG
Austrasse 49
FL-9490 Vaduz
Diepoldsauerstrasse 32a
CH-9443 Widnau
urs.kranz@kranzimmobilien.li
T +423 237 76 07
©2025 Kranz Treuhand AG, Vaduz
Impressum & Datenschutz"
